Description,Latitude,Longitude
Pokestop,-37.853738,144.988058
Pokestop,-37.853784,144.982261
Pokestop,-37.853863,144.977356
Pokestop,-37.854115,144.983802
Pokestop,-37.854186,144.980698
Pokestop,-37.854235,144.981798
Pokestop,-37.854283,144.992984
Pokestop,-37.854286,144.993487
Pokestop,-37.854292,144.992254
Pokestop,-37.854368,144.990844
Pokestop,-37.854399,144.982529
Pokestop,-37.854492,144.990731
Pokestop,-37.854507,144.992002
Pokestop,-37.854682,144.991607
Pokestop,-37.854721,144.977991
Pokestop,-37.854744,144.99007
Pokestop,-37.854783,144.988219
Pokestop,-37.854786,144.99398
Pokestop,-37.854859,144.983706
Pokestop,-37.854861,144.981341
Pokestop,-37.854882,144.976292
Pokestop,-37.854997,144.975796
Pokestop,-37.855145,144.989002
Pokestop,-37.855202,144.982065
Pokestop,-37.855287,144.982572
Pokestop,-37.855297,144.992816
Pokestop,-37.855317,144.983606
Pokestop,-37.855334,144.993222
Pokestop,-37.85535,144.972173
Pokestop,-37.855397,144.975251
Pokestop,-37.855409,144.992636
Pokestop,-37.855664,144.981959
Pokestop,-37.855745,144.992915
Pokestop,-37.855861,144.982822
Pokestop,-37.855918,144.995842
Pokestop,-37.855924,144.988075
Pokestop,-37.855925,144.994258
Pokestop,-37.855928,145.003957
Pokestop,-37.855966,144.981353
Pokestop,-37.855972,144.991366
Pokestop,-37.855995,144.983604
Pokestop,-37.856087,144.98283
Pokestop,-37.85615,144.997035
Pokestop,-37.856331,144.989845
Pokestop,-37.856464,144.978089
Pokestop,-37.856482,144.984477
Pokestop,-37.85662,144.982248
Pokestop,-37.856904,144.978914
Pokestop,-37.857106,144.990777
Pokestop,-37.857302,144.982225
Pokestop,-37.857379,144.970928
Pokestop,-37.857532,144.988284
Pokestop,-37.857889,144.995427
Pokestop,-37.857955,144.979965
Pokestop,-37.858043,144.992116
Pokestop,-37.858225,144.978057
Pokestop,-37.858353,144.976939
Pokestop,-37.858381,144.993334
Pokestop,-37.858398,144.980295
Pokestop,-37.858501,144.996957
Pokestop,-37.858577,144.992424
Pokestop,-37.858651,144.974581
Pokestop,-37.858675,144.996511
Pokestop,-37.858681,144.988389
Pokestop,-37.858696,144.97961
Pokestop,-37.858703,144.995309
Pokestop,-37.858791,144.974263
Pokestop,-37.858943,144.977378
Pokestop,-37.859153,144.969975
Pokestop,-37.859229,144.993048
Pokestop,-37.859295,144.992289
Pokestop,-37.859309,144.997132
Pokestop,-37.859379,144.995619
Pokestop,-37.859608,144.969547
Pokestop,-37.859638,144.992075
Pokestop,-37.859658,145.003903
Pokestop,-37.859717,144.986037
Pokestop,-37.859821,144.985374
Pokestop,-37.859852,144.978086
Pokestop,-37.859949,144.978932
Pokestop,-37.859994,144.98263
Pokestop,-37.859996,144.993762
Pokestop,-37.860015,144.997008
Pokestop,-37.860031,144.992983
Pokestop,-37.860105,144.978448
Pokestop,-37.860165,144.98277
Pokestop,-37.860327,144.996922
Pokestop,-37.860365,144.978173
Pokestop,-37.860482,144.985451
Pokestop,-37.860636,144.995345
Pokestop,-37.860704,144.978519
Pokestop,-37.861402,145.00177
Pokestop,-37.861619,144.976242
Pokestop,-37.861692,144.973001
Pokestop,-37.86201,144.975344
Pokestop,-37.862012,144.979459
Pokestop,-37.862086,144.9738
Pokestop,-37.862096,144.97295
Pokestop,-37.862444,145.002121
Pokestop,-37.862511,144.978532
Pokestop,-37.862638,144.979734
Pokestop,-37.862834,144.987103
Pokestop,-37.863282,144.976065
Pokestop,-37.863361,144.984827
Pokestop,-37.863716,144.975617
Pokestop,-37.864155,144.983045
Pokestop,-37.864162,144.972694
Pokestop,-37.864285,144.975909
Pokestop,-37.8643,144.984005
Pokestop,-37.864424,144.991176
Pokestop,-37.864513,144.985988
Pokestop,-37.864718,144.987012
Pokestop,-37.864834,144.986125
Pokestop,-37.864885,144.973795
Pokestop,-37.864926,144.983911
Pokestop,-37.864941,144.991228
Pokestop,-37.864997,144.973556
Pokestop,-37.865003,144.976613
Pokestop,-37.865061,144.97294
Pokestop,-37.865081,144.982513
Pokestop,-37.865189,144.989153
Pokestop,-37.865275,144.972229
Pokestop,-37.86529,144.98317
Pokestop,-37.865318,144.988459
Pokestop,-37.865345,144.982525
Pokestop,-37.86541,144.987589
Pokestop,-37.865426,144.99105
Pokestop,-37.865458,144.985543
Pokestop,-37.865612,144.993865
Pokestop,-37.865658,144.986402
Pokestop,-37.865664,144.974606
Pokestop,-37.865701,144.992807
Pokestop,-37.86582,144.983288
Pokestop,-37.865859,144.992134
Pokestop,-37.865862,144.981292
Pokestop,-37.865896,144.986863
Pokestop,-37.865935,144.988375
Pokestop,-37.866135,144.982794
Pokestop,-37.866325,144.980819
Pokestop,-37.866362,144.972861
Pokestop,-37.866396,144.986609
Pokestop,-37.866462,144.975097
Pokestop,-37.866506,144.991799
Pokestop,-37.866517,144.988424
Pokestop,-37.866532,144.973037
Pokestop,-37.866592,144.981445
Pokestop,-37.866734,144.978137
Pokestop,-37.86674,144.973852
Pokestop,-37.867037,144.979236
Pokestop,-37.867077,144.981093
Pokestop,-37.867261,144.976218
Pokestop,-37.867287,144.982796
Pokestop,-37.867355,144.978034
Pokestop,-37.867357,144.978864
Pokestop,-37.867404,144.982
Pokestop,-37.867643,144.978432
Pokestop,-37.867754,144.993573
Pokestop,-37.867781,144.980431
Pokestop,-37.867814,144.976684
Pokestop,-37.867976,144.9796
Pokestop,-37.868143,144.992331
Pokestop,-37.868211,144.976194
Pokestop,-37.868224,144.977843
Pokestop,-37.868231,144.97686
Pokestop,-37.868239,144.990033
Pokestop,-37.868282,144.979095
Pokestop,-37.868283,144.978976
Pokestop,-37.868349,144.993295
Pokestop,-37.868453,144.978057
Pokestop,-37.868873,144.993301
Pokestop,-37.868906,144.993734
Pokestop,-37.86894,144.980571
Pokestop,-37.868949,144.992048
Pokestop,-37.869034,144.992812
Pokestop,-37.869036,144.980066
Pokestop,-37.869127,144.978153
Pokestop,-37.86913,144.993767
Pokestop,-37.869293,144.992947
Pokestop,-37.869668,144.980835
Pokestop,-37.869726,144.974895
Pokestop,-37.869847,144.982342
Pokestop,-37.870134,144.982481
Pokestop,-37.870265,144.982968
Pokestop,-37.870329,144.975939
Pokestop,-37.870391,144.977911
Pokestop,-37.870423,144.980838
Pokestop,-37.870657,144.979269
Pokestop,-37.870866,144.97607
Pokestop,-37.871657,144.975718
Pokestop,-38.00711,145.133832
Pokestop,-38.007371,145.129275
Pokestop,-38.007762,145.13249
Pokestop,-38.011925,145.125609
Pokestop,-38.012274,145.127202
Pokestop,-38.012721,145.125782
Pokestop,-38.013038,145.136699
Pokestop,-38.013261,145.128458
Pokestop,-38.013405,145.129185
Pokestop,-38.0136,145.130144
Pokestop,-38.013666,145.130726
Pokestop,-38.014427,145.132665
Pokestop,-38.015717,145.125356
Pokestop,-38.015789,145.135908
Pokestop,-38.017442,145.131048
